date,train_id,reason
2018_08_12,4652,empty file
2018_08_12,7205,empty file
2018_08_12,7805,empty file
2018_08_13,7883,empty file
2018_08_13,7276,empty file
2018_08_13,7876,empty file
2018_08_13,7885,empty file
2018_08_13,4202,empty file
2018_08_13,4785,empty file
2018_08_13,0746,empty file
2018_08_13,0544,empty file
2018_08_13,0707,empty file
2018_08_13,4398,empty file
2018_08_13,0709,empty file
2018_08_13,6944,empty file
2018_08_13,1786,empty file
2018_08_13,7880,empty file
2018_08_13,7887,empty file
2018_08_13,6907,empty file
2018_08_13,6909,empty file
2018_08_13,4201,empty file
2018_08_13,0745,empty file
2018_08_13,0509,empty file
2018_08_13,4705,empty file
2018_08_13,4279,empty file
2018_08_14,A90,empty file
2018_08_14,A148,
2018_08_14,4398,empty file
2018_08_15,A639,empty file
2018_08_15,A90,empty file
2018_08_15,4398,empty file
2018_08_15,3297,empty file
2018_08_15,3165,missing state
2018_08_15,A92,
2018_08_15,3293,empty file
2018_08_16,A90,empty file
2018_08_16,3293,empty file
2018_08_16,A92,no departures
2018_08_16,3297,empty file
2018_08_16,A170,no departures
2018_08_16,4398,empty file
2018_08_16,A639,empty file
2018_08_17,3293,empty file
2018_08_17,A66,
2018_08_17,A639,empty file
2018_08_17,A148,
2018_08_17,3297,empty file
2018_08_18,3297,empty file
2018_08_18,A639,empty file
2018_08_18,6299,empty file
2018_08_18,A66,no departures
2018_08_18,4684,no departures
2018_08_18,0072,missing state
2018_08_18,4780,empty file
2018_08_19,A20,no departures
2018_08_19,A637,
2018_08_19,7200,empty file
2018_08_19,7800,empty file
2018_08_19,1701,empty file
2018_08_19,5503,empty file
2018_08_19,7801,empty file
2018_08_19,A2259,no departures
2018_08_19,7201,empty file
2018_08_19,7261,no departures
2018_08_19,7805,empty file
2018_08_19,7205,empty file
2018_08_19,4652,empty file
2018_08_19,0069,empty file
2018_08_20,A672,empty file
2018_08_20,0745,empty file
2018_08_20,6907,empty file
2018_08_20,A166,empty file
2018_08_20,4201,empty file
2018_08_20,6909,empty file
2018_08_20,7887,empty file
2018_08_20,7880,empty file
2018_08_20,A92,empty file
2018_08_20,4279,empty file
2018_08_20,0509,empty file
2018_08_20,4705,empty file
2018_08_20,0544,empty file
2018_08_20,0746,empty file
2018_08_20,4785,empty file
2018_08_20,4202,empty file
2018_08_20,7276,empty file
2018_08_20,7885,empty file
2018_08_20,7876,empty file
2018_08_20,7883,empty file
2018_08_20,A148,
2018_08_20,6944,empty file
2018_08_20,A2224,empty file
2018_08_20,4398,empty file
2018_08_20,0707,empty file
2018_08_20,0709,empty file
2018_08_21,A90,empty file
2018_08_21,4398,empty file
2018_08_22,A177,empty file
2018_08_22,3297,empty file
2018_08_22,1157,empty file
2018_08_22,A639,empty file
2018_08_22,4134,empty file
2018_08_22,1628,empty file
2018_08_22,1626,empty file
2018_08_22,4398,empty file
2018_08_22,6241,no departures
2018_08_22,3248,empty file
2018_08_22,3848,empty file
2018_08_22,3247,empty file
2018_08_22,0421,empty file
2018_08_22,3850,empty file
2018_08_22,3293,empty file
2018_08_22,4139,empty file
2018_08_22,4136,empty file
2018_08_22,4138,empty file
2018_08_22,4335,empty file
2018_08_22,6644,empty file
2018_08_22,4140,empty file
2018_08_22,6627,empty file
2018_08_22,4141,empty file
2018_08_22,3842,empty file
2018_08_22,3845,empty file
2018_08_22,3244,empty file
2018_08_22,3243,empty file
2018_08_23,4398,empty file
2018_08_23,A639,empty file
2018_08_23,3297,empty file
2018_08_23,3293,empty file
2018_08_24,A20,no departures
2018_08_24,5517,empty file
2018_08_24,3297,empty file
2018_08_24,A639,empty file
2018_08_24,A94,
2018_08_24,5515,empty file
2018_08_24,5513,empty file
2018_08_24,3293,empty file
2018_08_24,5152,missing state
2018_08_25,5543,empty file
2018_08_25,7241,empty file
2018_08_25,A664,no departures
2018_08_25,A639,empty file
2018_08_25,7220,missing state
2018_08_25,4780,empty file
2018_08_25,7257,empty file
2018_08_26,7257,empty file
2018_08_26,7805,empty file
2018_08_26,7205,empty file
2018_08_26,0069,empty file
2018_08_26,4652,empty file
2018_08_26,5525,missing state
2018_08_26,1701,empty file
2018_08_26,5503,empty file
2018_08_26,7200,empty file
2018_08_26,7800,empty file
2018_08_26,7801,empty file
2018_08_26,7201,empty file
2018_08_26,7241,empty file
2018_08_26,A90,empty file
2018_08_27,4705,empty file
2018_08_27,0509,empty file
2018_08_27,4279,empty file
2018_08_27,6909,empty file
2018_08_27,4201,empty file
2018_08_27,6907,empty file
2018_08_27,7880,empty file
2018_08_27,7887,empty file
2018_08_27,0745,empty file
2018_08_27,A66,no departures
2018_08_27,0709,empty file
2018_08_27,0707,empty file
2018_08_27,4398,empty file
2018_08_27,1739,empty file
2018_08_27,6944,empty file
2018_08_27,7876,empty file
2018_08_27,7885,empty file
2018_08_27,7276,empty file
2018_08_27,4202,empty file
2018_08_27,A90,empty file
2018_08_27,0544,empty file
2018_08_27,4785,empty file
2018_08_27,0746,empty file
2018_08_28,4398,empty file
2018_08_28,3266,missing state
2018_08_28,A186,no departures
2018_08_28,A175,no departures
2018_08_28,A656,
2018_08_28,A80,no departures
2018_08_29,4398,empty file
2018_08_29,A639,empty file
2018_08_29,3297,empty file
2018_08_29,3293,empty file
2018_08_29,A80,empty file
2018_08_30,3293,empty file
2018_08_30,3297,empty file
2018_08_30,4398,empty file
2018_08_30,A639,empty file
2018_08_31,A651,missing state
2018_08_31,A42,no departures
2018_08_31,A173,no departures
2018_08_31,7205,empty file
2018_08_31,3293,empty file
2018_08_31,1131,empty file
2018_08_31,5403,empty file
2018_08_31,A639,empty file
2018_08_31,A653,missing state
2018_08_31,3297,empty file
2018_09_01,A66,
2018_09_01,4780,empty file
2018_09_01,1131,empty file
2018_09_01,5197,empty file
2018_09_01,A90,empty file
2018_09_01,3297,empty file
2018_09_01,A639,empty file
2018_09_02,7252,no departures
2018_09_02,A90,empty file
2018_09_02,7205,empty file
2018_09_02,4780,empty file
2018_09_03,7236,no departures
2018_09_03,A66,no departures
2018_09_03,A92,
2018_09_03,7285,empty file
2018_09_04,2101,empty file
2018_09_04,A649,no departures
2018_09_04,4398,empty file
2018_09_04,A169,empty file
2018_09_05,A2166,no departures
2018_09_05,A66,no departures
2018_09_05,A176,
2018_09_05,4398,empty file
2018_09_05,6274,empty file
2018_09_05,4600,empty file
2018_09_05,A98,no departures
2018_09_06,4392,empty file
2018_09_06,4366,empty file
2018_09_06,4332,empty file
2018_09_06,3267,empty file
2018_09_06,3293,empty file
2018_09_06,3251,empty file
2018_09_06,3235,empty file
2018_09_06,3221,empty file
2018_09_06,3243,empty file
2018_09_06,4372,empty file
2018_09_06,4344,empty file
2018_09_06,4398,empty file
2018_09_06,4330,empty file
2018_09_06,A639,empty file
2018_09_06,4306,empty file
2018_09_06,4352,empty file
2018_09_06,3297,empty file
2018_09_06,3255,empty file
2018_09_06,3231,empty file
2018_09_06,3283,empty file
2018_09_06,3279,empty file
2018_09_06,3215,empty file
2018_09_06,3223,empty file
2018_09_06,4384,empty file
2018_09_06,4324,empty file
2018_09_06,4340,empty file
2018_09_06,4378,empty file
2018_09_07,1101,empty file
2018_09_07,3805,empty file
2018_09_07,3205,empty file
2018_09_07,3293,empty file
2018_09_07,5403,empty file
2018_09_07,0041,empty file
2018_09_07,3200,empty file
2018_09_07,A177,empty file
2018_09_07,3800,empty file
2018_09_07,3297,empty file
2018_09_07,3201,empty file
2018_09_07,A639,empty file
2018_09_07,A90,empty file
2018_09_08,0453,empty file
2018_09_08,6683,empty file
2018_09_08,A65,no departures
2018_09_08,6601,empty file
2018_09_08,4397,empty file
2018_09_08,A639,empty file
2018_09_08,6299,empty file
2018_09_08,A90,empty file
2018_09_08,4103,empty file
2018_09_08,3742,empty file
2018_09_08,4104,empty file
2018_09_08,6201,empty file
2018_09_08,1133,empty file
2018_09_08,3897,empty file
2018_09_08,3297,empty file
2018_09_08,3888,empty file
2018_09_08,1636,empty file
2018_09_08,4780,empty file
2018_09_08,4183,empty file
2018_09_08,4101,empty file
2018_09_08,6915,missing state
2018_09_08,3292,empty file
2018_09_08,3892,empty file
2018_09_08,3895,empty file
2018_09_08,0442,empty file
2018_09_08,5101,empty file
2018_09_09,7241,empty file
2018_09_09,7800,empty file
2018_09_09,7200,empty file
2018_09_09,5503,empty file
2018_09_09,1701,empty file
2018_09_09,7201,empty file
2018_09_09,7801,empty file
2018_09_09,0069,empty file
2018_09_09,A195,empty file
2018_09_09,7257,empty file
2018_09_09,7205,empty file
2018_09_09,7805,empty file
2018_09_10,0509,empty file
2018_09_10,4705,empty file
2018_09_10,4279,empty file
2018_09_10,7887,empty file
2018_09_10,7880,empty file
2018_09_10,6907,empty file
2018_09_10,4201,empty file
2018_09_10,6909,empty file
2018_09_10,7881,empty file
2018_09_10,0745,empty file
2018_09_10,0707,empty file
2018_09_10,4398,empty file
2018_09_10,0709,empty file
2018_09_10,6944,empty file
2018_09_10,7883,empty file
2018_09_10,A.79,empty file
2018_09_10,7276,empty file
2018_09_10,7885,empty file
2018_09_10,7876,empty file
2018_09_10,4202,empty file
2018_09_10,0746,empty file
2018_09_10,4785,empty file
2018_09_10,0544,empty file
2018_09_11,3293,empty file
2018_09_11,A92,
2018_09_11,A177,empty file
2018_09_11,A90,empty file
2018_09_11,4398,empty file
2018_09_12,4398,empty file
2018_09_12,A89,no departures
2018_09_12,A639,empty file
2018_09_12,3297,empty file
2018_09_12,A.187,empty file
2018_09_12,A.186,empty file
2018_09_12,3293,empty file
2018_09_13,A66,no departures
2018_09_13,5401x,empty file
2018_09_13,3297,empty file
2018_09_13,A639,empty file
2018_09_13,4398,empty file
2018_09_13,5401r,empty file
2018_09_13,3293,empty file
2018_09_13,5401z,empty file
2018_09_14,A639,empty file
2018_09_14,A125,missing state
2018_09_14,3297,empty file
2018_09_14,5401x,empty file
2018_09_14,5401r,empty file
2018_09_14,3293,empty file
2018_09_15,A639,empty file
2018_09_15,7241,empty file
2018_09_15,7257,empty file
2018_09_15,4780,empty file
2018_09_15,3888,empty file
2018_09_15,A82,empty file
2018_09_16,A195,empty file
2018_09_16,0069,empty file
2018_09_16,7805,empty file
2018_09_16,7205,empty file
2018_09_16,7257,empty file
2018_09_16,7241,empty file
2018_09_16,7801,empty file
2018_09_16,7201,empty file
2018_09_16,7200,empty file
2018_09_16,7800,empty file
2018_09_16,1701,empty file
2018_09_17,0745,empty file
2018_09_17,7880,empty file
2018_09_17,7887,empty file
2018_09_17,6909,empty file
2018_09_17,4201,empty file
2018_09_17,6907,empty file
2018_09_17,4279,empty file
2018_09_17,A.148,empty file
2018_09_17,4705,empty file
2018_09_17,0509,empty file
2018_09_17,A89,no departures
2018_09_17,4785,empty file
2018_09_17,0746,empty file
2018_09_17,0544,empty file
2018_09_17,7883,empty file
2018_09_17,4202,empty file
2018_09_17,7876,empty file
2018_09_17,7885,empty file
2018_09_17,7276,empty file
2018_09_17,6944,empty file
2018_09_17,0709,empty file
2018_09_17,4398,empty file
2018_09_17,0707,empty file
2018_09_18,4398,empty file
2018_09_18,3165,missing state
2018_09_18,A89,no departures
2018_09_18,A.148,empty file
2018_09_19,A177,empty file
2018_09_19,A184,no departures
2018_09_19,3297,empty file
2018_09_19,A639,empty file
2018_09_19,4398,empty file
2018_09_19,3293,empty file
2018_09_19,A148.,empty file
2018_09_19,3708,no departures
2018_09_19,A.2126,empty file
2018_09_19,A0.2126,empty file
2018_09_19,A94,missing state
2018_09_20,3293,empty file
2018_09_20,A.148,empty file
2018_09_20,4398,empty file
2018_09_20,A639,empty file
2018_09_20,3297,empty file
2018_09_20,A2126.,empty file
2018_09_21,3293,empty file
2018_09_21,6293,missing state
2018_09_21,0055,missing state
2018_09_21,3297,empty file
2018_09_21,A639,empty file
2018_09_22,A639,empty file
2018_09_22,3297,empty file
2018_09_22,7241,empty file
2018_09_22,7257,empty file
2018_09_22,A89,no departures
2018_09_22,4780,empty file
2018_09_23,7801,empty file
2018_09_23,7201,empty file
2018_09_23,1701,empty file
2018_09_23,7200,empty file
2018_09_23,7800,empty file
2018_09_23,7241,empty file
2018_09_23,7233,empty file
2018_09_23,7805,empty file
2018_09_23,7205,empty file
2018_09_23,7257,empty file
2018_09_23,A89,missing state
2018_09_23,A20,no departures
2018_09_23,A195,empty file
2018_09_23,0069,empty file
2018_09_24,7885,empty file
2018_09_24,7876,empty file
2018_09_24,7276,empty file
2018_09_24,4202,empty file
2018_09_24,7883,empty file
2018_09_24,0544,empty file
2018_09_24,0746,empty file
2018_09_24,4785,empty file
2018_09_24,0709,empty file
2018_09_24,0707,empty file
2018_09_24,4398,empty file
2018_09_24,A176,no departures
2018_09_24,6944,empty file
2018_09_24,4201,empty file
2018_09_24,6909,empty file
2018_09_24,6907,empty file
2018_09_24,7887,empty file
2018_09_24,7880,empty file
2018_09_24,A89,no departures
2018_09_24,0745,empty file
2018_09_24,4705,empty file
2018_09_24,0509,empty file
2018_09_24,4279,empty file
2018_09_25,4398,empty file
2018_09_26,5455x,empty file
2018_09_26,3893,empty file
2018_09_26,3293,empty file
2018_09_26,5403x,empty file
2018_09_26,A97,no departures
2018_09_26,A90,empty file
2018_09_26,A639,empty file
2018_09_26,4398,empty file
2018_09_26,A2126.,empty file
2018_09_26,3297,empty file
2018_09_26,A66,no departures
2018_09_26,6679,empty file
2018_09_27,3293,empty file
2018_09_27,A.66,empty file
2018_09_27,3235,empty file
2018_09_27,4366,empty file
2018_09_27,4332,empty file
2018_09_27,A66r,empty file
2018_09_27,A..66,empty file
2018_09_27,3221,empty file
2018_09_27,A90,empty file
2018_09_27,3837,empty file
2018_09_27,6317,empty file
2018_09_27,3297,empty file
2018_09_27,0424,empty file
2018_09_27,3231,empty file
2018_09_27,1245,empty file
2018_09_27,4398,empty file
2018_09_27,4330,empty file
2018_09_27,4306,empty file
2018_09_27,A639,empty file
2018_09_27,A66x,empty file
2018_09_27,4324,empty file
2018_09_27,4340,empty file
2018_09_27,A92,no departures
2018_09_27,3813,empty file
2018_09_27,3215,empty file
2018_09_27,3223,empty file
2018_09_28,A.2126,empty file
2018_09_28,3215,empty file
2018_09_28,3223,empty file
2018_09_28,4324,empty file
2018_09_28,4330,empty file
2018_09_28,4306,empty file
2018_09_28,A639,empty file
2018_09_28,3297,empty file
2018_09_28,0070,empty file
2018_09_28,3221,empty file
2018_09_28,4332,empty file
2018_09_28,A..66,empty file
2018_09_28,3293,empty file
2018_09_29,A66,no departures
2018_09_29,7241,empty file
2018_09_29,0070,empty file
2018_09_29,A639,empty file
2018_09_29,4780,empty file
2018_09_29,A97,
2018_09_29,7233,empty file
2018_09_29,3893,empty file
2018_09_29,7257,empty file
2018_09_30,4768,empty file
2018_09_30,4732,empty file
2018_09_30,4760,empty file
2018_09_30,4756,empty file
2018_09_30,7205,empty file
2018_09_30,7805,empty file
2018_09_30,7233,empty file
2018_09_30,7257,empty file
2018_09_30,7261,empty file
2018_09_30,7221,empty file
2018_09_30,7273,empty file
2018_09_30,0069,empty file
2018_09_30,7245,empty file
2018_09_30,7229,empty file
2018_09_30,4716,empty file
2018_09_30,4780,empty file
2018_09_30,A97,
2018_09_30,4772,empty file
2018_09_30,4708,empty file
2018_09_30,7201,empty file
2018_09_30,7801,empty file
2018_09_30,7237,empty file
2018_09_30,1701,empty file
2018_09_30,7253,empty file
2018_09_30,7265,empty file
2018_09_30,7800,empty file
2018_09_30,7200,empty file
2018_09_30,7277,empty file
2018_09_30,1977,empty file
2018_09_30,7241,empty file
2018_09_30,4748,empty file
2018_09_30,4724,empty file
2018_09_30,4740,empty file
2018_10_01,0745,empty file
2018_10_01,4201,empty file
2018_10_01,6909,empty file
2018_10_01,6907,empty file
2018_10_01,7887,empty file
2018_10_01,7880,empty file
2018_10_01,A169,empty file
2018_10_01,A90,no departures
2018_10_01,4279,empty file
2018_10_01,4705,empty file
2018_10_01,0509,empty file
2018_10_01,0544,empty file
2018_10_01,0746,empty file
2018_10_01,4785,empty file
2018_10_01,4202,empty file
2018_10_01,7885,empty file
2018_10_01,7876,empty file
2018_10_01,7276,empty file
2018_10_01,7883,empty file
2018_10_01,6944,empty file
2018_10_01,0709,empty file
2018_10_01,4398,empty file
2018_10_01,0707,empty file
2018_10_02,4398,empty file
2018_10_03,3297,empty file
2018_10_03,A639,empty file
2018_10_03,4398,empty file
2018_10_03,3293,empty file
2018_10_04,A639,empty file
2018_10_04,4398,empty file
2018_10_04,3297,empty file
2018_10_04,3293,empty file
2018_10_05,3297,empty file
2018_10_05,A639,empty file
2018_10_05,3293,empty file
2018_10_06,7233,empty file
2018_10_06,7257,empty file
2018_10_06,3888,empty file
2018_10_06,4780,empty file
2018_10_06,A639,empty file
2018_10_06,3297,empty file
2018_10_06,7241,empty file
2018_10_07,7257,empty file
2018_10_07,7205,empty file
2018_10_07,7805,empty file
2018_10_07,7233,empty file
2018_10_07,0069,empty file
2018_10_07,1701,empty file
2018_10_07,7800,empty file
2018_10_07,7200,empty file
2018_10_07,7201,empty file
2018_10_07,7801,empty file
2018_10_07,7241,empty file
2018_10_08,4202,empty file
2018_10_08,7885,empty file
2018_10_08,7876,empty file
2018_10_08,7276,empty file
2018_10_08,0746,empty file
2018_10_08,4785,empty file
2018_10_08,0544,empty file
2018_10_08,0709,empty file
2018_10_08,0707,empty file
2018_10_08,4398,empty file
2018_10_08,6944,empty file
2018_10_08,7887,empty file
2018_10_08,7880,empty file
2018_10_08,A169,empty file
2018_10_08,4201,empty file
2018_10_08,6909,empty file
2018_10_08,6907,empty file
2018_10_08,0745,empty file
2018_10_08,4705,empty file
2018_10_08,0509,empty file
2018_10_08,4279,empty file
2018_10_09,4398,empty file
2018_10_10,3293,empty file
2018_10_10,A639,empty file
2018_10_10,4398,empty file
2018_10_10,3297,empty file
2018_10_11,3293,empty file
2018_10_11,3297,empty file
2018_10_11,3800,no departures
2018_10_11,4398,empty file
2018_10_11,A639,empty file
2018_10_11,3969,missing state
2018_10_12,A639,empty file
2018_10_12,3297,empty file
2018_10_12,A66,no departures
2018_10_12,3293,empty file
2018_10_13,7241,empty file
2018_10_13,3800,empty file
2018_10_13,A639,empty file
2018_10_13,A80,empty file
2018_10_13,4780,empty file
2018_10_13,A169,
2018_10_13,7233,empty file
2018_10_14,4708,empty file
2018_10_14,1701,empty file
2018_10_14,7200,empty file
2018_10_14,7800,empty file
2018_10_14,7801,empty file
2018_10_14,7201,empty file
2018_10_14,7241,empty file
2018_10_14,7233,empty file
2018_10_14,7805,empty file
2018_10_14,7205,empty file
2018_10_14,0069,empty file
2018_10_14,A169,empty file
2018_10_14,7229,empty file
2018_10_14,7221,empty file
2018_10_14,4716,empty file
2018_10_15,6944,empty file
2018_10_15,4398,empty file
2018_10_15,0544,empty file
2018_10_15,4785,empty file
2018_10_15,7885,empty file
2018_10_15,7876,empty file
2018_10_15,7276,empty file
2018_10_15,3871,no departures
2018_10_15,4705,empty file
2018_10_15,0509,empty file
2018_10_15,6909,empty file
2018_10_15,6907,empty file
2018_10_15,A169,empty file
2018_10_15,7887,empty file
2018_10_15,7880,empty file
2018_10_16,3221,empty file
2018_10_16,3243,empty file
2018_10_16,4344,empty file
2018_10_16,4332,empty file
2018_10_16,3251,empty file
2018_10_16,3235,empty file
2018_10_16,3871,no departures
2018_10_16,3215,empty file
2018_10_16,3223,empty file
2018_10_16,4324,empty file
2018_10_16,4340,empty file
2018_10_16,4398,empty file
2018_10_16,4330,empty file
2018_10_16,4306,empty file
2018_10_16,4352,empty file
2018_10_16,3231,empty file
2018_10_17,3895,missing state
2018_10_17,3293,empty file
2018_10_17,3297,empty file
2018_10_17,A639,empty file
2018_10_17,4398,empty file
2018_10_18,A639,empty file
2018_10_18,4398,empty file
2018_10_18,41b,empty file
2018_10_18,3297,empty file
2018_10_18,A20,no departures
2018_10_18,3293,empty file
2018_10_19,3297,empty file
2018_10_19,3800,empty file
2018_10_19,A639,empty file
2018_10_19,3293,empty file
2018_10_20,A66,
2018_10_20,4780,empty file
2018_10_20,7233,empty file
2018_10_20,3292,empty file
2018_10_20,7241,empty file
2018_10_20,A639,empty file
2018_10_21,0069,empty file
2018_10_21,5525,empty file
2018_10_21,5531,empty file
2018_10_21,7805,empty file
2018_10_21,7233,empty file
2018_10_21,7205,empty file
2018_10_21,A20,no departures
2018_10_21,.6915,no departures
2018_10_21,5529,empty file
2018_10_21,7241,empty file
2018_10_21,7200,empty file
2018_10_21,7800,empty file
2018_10_21,5535,empty file
2018_10_21,5503,empty file
2018_10_21,1701,empty file
2018_10_21,7801,empty file
2018_10_21,7201,empty file
2018_10_21,5533,empty file
2018_10_22,4398,empty file
2018_10_22,6944,empty file
2018_10_22,7276,empty file
2018_10_22,7885,empty file
2018_10_22,7876,empty file
2018_10_22,0544,empty file
2018_10_22,4785,empty file
2018_10_22,0509,empty file
2018_10_22,4705,empty file
2018_10_22,6907,empty file
2018_10_22,6909,empty file
2018_10_22,A169,empty file
2018_10_22,7887,empty file
2018_10_22,7880,empty file
2018_10_23,4398,empty file
2018_10_24,4398,empty file
2018_10_24,A639,empty file
2018_10_24,A20,no departures
2018_10_24,3297,empty file
2018_10_24,3293,empty file
2018_10_25,4324,empty file
2018_10_25,3215,empty file
2018_10_25,3223,empty file
2018_10_25,A66,no departures
2018_10_25,3297,empty file
2018_10_25,4330,empty file
2018_10_25,A639,empty file
2018_10_25,4306,empty file
2018_10_25,4398,empty file
2018_10_25,3221,empty file
2018_10_25,A187,no departures
2018_10_25,3293,empty file
2018_10_25,4332,empty file
2018_10_26,A66,
2018_10_26,3293,empty file
2018_10_26,A639,empty file
2018_10_26,3297,empty file
2018_10_27,7233,empty file
2018_10_27,4780,empty file
2018_10_27,3297,empty file
2018_10_27,A639,empty file
2018_10_27,6299,empty file
2018_10_27,7241,empty file
2018_10_28,7241,empty file
2018_10_28,5529,empty file
2018_10_28,5527,empty file
2018_10_28,7801,empty file
2018_10_28,7201,empty file
2018_10_28,5533,empty file
2018_10_28,7200,empty file
2018_10_28,7800,empty file
2018_10_28,5535,empty file
2018_10_28,1701,empty file
2018_10_28,5503,empty file
2018_10_28,5525,empty file
2018_10_28,5513,empty file
2018_10_28,0069,empty file
2018_10_28,7805,empty file
2018_10_28,7233,empty file
2018_10_28,7205,empty file
2018_10_28,5531,empty file
2018_10_29,4785,empty file
2018_10_29,0544,empty file
2018_10_29,7883,empty file
2018_10_29,7876,empty file
2018_10_29,7885,empty file
2018_10_29,7276,empty file
2018_10_29,6944,empty file
2018_10_29,4398,empty file
2018_10_29,7880,empty file
2018_10_29,7887,empty file
2018_10_29,A169,empty file
2018_10_29,6909,empty file
2018_10_29,6907,empty file
2018_10_29,4705,empty file
2018_10_29,0509,empty file
2018_10_30,1011,empty file
2018_10_30,6666,no departures
2018_10_30,6651,no departures
2018_10_30,3725,no departures
2018_10_30,3205,empty file
2018_10_30,3269,no departures
2018_10_30,1101,empty file
2018_10_30,3875,empty file
2018_10_30,3881,empty file
2018_10_30,3873,empty file
2018_10_30,A20,
2018_10_30,3955,no departures
2018_10_30,3965,no departures
2018_10_30,6273,no departures
2018_10_30,3953,no departures
2018_10_30,5456,no departures
2018_10_30,4398,empty file
2018_10_30,5441,empty file
2018_10_30,6653,empty file
2018_10_30,3855,missing state
2018_10_30,A90,empty file
2018_10_30,3898,no departures
2018_10_30,0041,no departures
2018_10_30,3951,no departures
2018_10_30,6647,no departures
2018_10_30,3165,no departures
2018_10_30,5439,no departures
2018_10_30,3957,empty file
2018_10_31,A111,no departures
2018_10_31,0212,empty file
2018_10_31,0481,empty file
2018_10_31,3293,empty file
2018_10_31,0416,empty file
2018_10_31,0043,empty file
2018_10_31,0480,empty file
2018_10_31,1107,empty file
2018_10_31,6406,empty file
2018_10_31,1247,empty file
2018_10_31,6204,empty file
2018_10_31,A67,no departures
2018_10_31,1074,empty file
2018_10_31,6202,empty file
2018_10_31,3922,empty file
2018_10_31,3914,empty file
2018_10_31,1002,empty file
2018_10_31,3706,empty file
2018_10_31,3505,empty file
2018_10_31,3502,empty file
2018_10_31,A89,empty file
2018_10_31,6219,empty file
2018_10_31,6210,empty file
2018_10_31,3503,empty file
2018_10_31,6307,empty file
2018_10_31,3818,empty file
2018_10_31,3216,empty file
2018_10_31,A2103,empty file
2018_10_31,1147,empty file
2018_10_31,3817,empty file
2018_10_31,3221,empty file
2018_10_31,3810,empty file
2018_10_31,3217,empty file
2018_10_31,A151,no departures
2018_10_31,3821,empty file
2018_10_31,0208,empty file
2018_10_31,0607,empty file
2018_10_31,3209,no departures
2018_10_31,0211,empty file
2018_10_31,A183,empty file
2018_10_31,0414,empty file
2018_10_31,1103,empty file
2018_10_31,3806,no departures
2018_10_31,3297,empty file
2018_10_31,0412,empty file
2018_10_31,0872,empty file
2018_10_31,6209,empty file
2018_10_31,A90,empty file
2018_10_31,A639,empty file
2018_10_31,6200,no departures
2018_10_31,3918,empty file
2018_10_31,0309,empty file
2018_10_31,3920,empty file
2018_10_31,3310,empty file
2018_10_31,6206,empty file
2018_10_31,3910,no departures
2018_10_31,A98,empty file
2018_10_31,3326,empty file
2018_10_31,0301,empty file
2018_10_31,2606,empty file
2018_10_31,4398,empty file
2018_10_31,3702,empty file
2018_10_31,3705,empty file
2018_10_31,6410,empty file
2018_10_31,1205,empty file
2018_10_31,6215,empty file
2018_10_31,1006,empty file
2018_10_31,3704,empty file
2018_10_31,1000,empty file
2018_10_31,6683,empty file
2018_10_31,6213,empty file
2018_10_31,0408,empty file
2018_10_31,3215,empty file
2018_10_31,3212,empty file
2018_10_31,3224,empty file
2018_10_31,3223,empty file
2018_10_31,0204,no departures
2018_10_31,3812,empty file
2018_10_31,A190,empty file
2018_10_31,3222,empty file
2018_10_31,3813,no departures
2018_10_31,3814,empty file
2018_10_31,6305,empty file
2018_11_01,3293,empty file
2018_11_01,4398,empty file
2018_11_01,A639,empty file
2018_11_01,3297,empty file
2018_11_02,3297,empty file
2018_11_02,6231,empty file
2018_11_02,A639,empty file
2018_11_02,6237,empty file
2018_11_02,A66,no departures
2018_11_02,6241,empty file
2018_11_02,A138,no departures
2018_11_02,3293,empty file
2018_11_02,6233,empty file
2018_11_02,6245,empty file
2018_11_02,6219,empty file
2018_11_03,A639,empty file
2018_11_03,7241,empty file
2018_11_03,A0.169,no departures
2018_11_03,A138,empty file
2018_11_03,7233,empty file
2018_11_03,A.169,empty file
2018_11_03,6909,missing state
2018_11_03,4780,empty file
2018_11_04,7241,empty file
2018_11_04,1701,empty file
2018_11_04,5503,empty file
2018_11_04,7800,empty file
2018_11_04,7200,empty file
2018_11_04,7201,empty file
2018_11_04,7801,empty file
2018_11_04,0069,empty file
2018_11_04,7205,empty file
2018_11_04,7233,empty file
2018_11_04,7805,empty file
2018_11_05,7276,empty file
2018_11_05,7885,empty file
2018_11_05,7876,empty file
2018_11_05,3823,missing state
2018_11_05,7883,empty file
2018_11_05,0099,empty file
2018_11_05,0544,empty file
2018_11_05,4785,empty file
2018_11_05,4398,empty file
2018_11_05,6944,empty file
2018_11_05,0032,empty file
2018_11_05,A2175,no departures
2018_11_05,6907,empty file
2018_11_05,6909,empty file
2018_11_05,A169,empty file
2018_11_05,7887,empty file
2018_11_05,7880,empty file
2018_11_05,0509,empty file
2018_11_05,4705,empty file
2018_11_06,4398,empty file
2018_11_06,A90,empty file
2018_11_06,3284,no departures
2018_11_07,3293,empty file
2018_11_07,A639,empty file
2018_11_07,4398,empty file
2018_11_07,3297,empty file
2018_11_08,3297,empty file
2018_11_08,A639,empty file
2018_11_08,4398,empty file
2018_11_08,A92,no departures
2018_11_08,3293,empty file
2018_11_09,A639,empty file
2018_11_09,3297,empty file
2018_11_09,3293,empty file
2018_11_09,A20,no departures
2018_11_10,A20,no departures
2018_11_10,7233,empty file
